ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Veillonella_parvula_A_2_length_452005_cov_45.723637:_mdeA	1356	1046	mdeA	74.89	fluoroquinolone antibiotic; aminoglycoside antibiotic; penam; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	99.56	Veillonella parvula A
NODE_351_length_19975_22_ErmB	738	473	ErmB	96.73	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	98.79	unclassified
NODE_502_length_6990_1_tetM	1920	1202	tet(M)	98.9	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	unclassified
NODE_605_length_5184_5_ErmA	732	98	ErmA	100.0	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	unclassified
NODE_605_length_5184_6_ANT9Ia	783	47	ANT(9)-Ia	100.0	aminoglycoside antibiotic	antibiotic inactivation	ANT(9)	100.00	unclassified
NODE_830_length_3384_1_dfrG	498	49	dfrG	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	unclassified
NODE_904_length_3037_1_Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin	3024	253	Staphylococcus aureus mupA conferring resistance to mupirocin	99.6	mupirocin-like antibiotic	antibiotic target alteration	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	98.34	unclassified
NODE_955_length_2861_4_qacG	327	14	qacG	56.6	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.93	unclassified
NODE_1456_length_1864_2_ErmX	855	1835	ErmX	90.49	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	unclassified
NODE_8096_length_502_2_vanY_gene_in_vanF_cluster	261	34	vanY gene in vanF cluster	42.17	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	29.35	unclassified
NODE_11243_length_404_1_vanW_gene_in_vanI_cluster	402	19	vanW gene in vanI cluster	25.41	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	35.92	unclassified
NODE_13441_length_359_1_vanY_gene_in_vanG_cluster	333	5	vanY gene in vanG cluster	42.72	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	39.43	unclassified
NODE_19006_length_280_1_vanY_gene_in_vanM_cluster	279	3	vanY gene in vanM cluster	40.0	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	39.91	unclassified
NODE_19405_length_277_1_vanW_gene_in_vanI_cluster	273	2	vanW gene in vanI cluster	42.53	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	24.40	unclassified
NODE_28324_length_217_1_vanW_gene_in_vanI_cluster	216	3	vanW gene in vanI cluster	38.81	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	19.30	unclassified
